cluster	gene	pct.1	pct.2	avg_log2FC	p_val	p_val_adj
0	Rhoq	0.152	0.341	0.274050342674713	3.2035831698577e-90	6.72976716492007e-86
0	AY036118	0.762	0.888	0.659240460788198	4.26520215138501e-90	8.95991015941448e-86
0	Ski	0.224	0.466	0.274995270012136	1.53642626006029e-89	3.22757064450866e-85
0	Gorasp2	0.12	0.287	0.261923946536143	2.63446568779718e-89	5.53422207035554e-85
0	Fscn1	0.128	0.301	0.269476125044591	8.69973281116458e-89	1.82755287164134e-84
0	Bet1l	0.122	0.29	0.288369633891284	3.39258946452059e-87	7.1268126881184e-83
0	Sar1a	0.193	0.412	0.317266687011902	5.54896822864052e-87	1.16567175579051e-82
0	Ilk	0.132	0.303	0.273020935811708	7.66062896135701e-86	1.60926832591227e-81
0	Ifitm2	0.687	0.71	0.619568127363291	4.62512474972032e-85	9.71599956173748e-81
0	Srp9	0.239	0.489	0.26867791261267	4.0401413084141e-83	8.48712484658549e-79
0	Bcl7c	0.205	0.428	0.310792786739301	5.94331883216411e-83	1.24851298707272e-78
0	Atraid	0.184	0.393	0.397572834673015	1.16026370607205e-82	2.43736596734556e-78
0	Rab11fip2	0.117	0.274	0.277649445925146	8.95474667272071e-82	1.88112363353844e-77
0	Prdx4	0.208	0.429	0.250490443742537	5.17087222415876e-81	1.08624512812903e-76
0	Colgalt1	0.135	0.304	0.298259865129743	7.18607400475789e-81	1.50957856617949e-76
0	Gm2000	0.203	0.42	0.259097194170501	2.10605879855043e-80	4.42419771811488e-76
0	Rbms2	0.118	0.272	0.255220086219483	2.21072469228829e-79	4.64406936109001e-75
0	Erlec1	0.155	0.337	0.30340162417971	7.17916067590245e-79	1.50812628318683e-74
0	Rhobtb3	0.168	0.355	0.338042790051749	6.89676262765039e-78	1.44880292519052e-73
0	Tmed2	0.265	0.528	0.252472467444729	8.53671203740206e-78	1.79330709769705e-73
0	Col5a1	0.478	0.463	0.993755430044549	1.21494559980565e-77	2.55223622151174e-73
0	Pofut2	0.139	0.307	0.327311186835799	5.50547155350697e-77	1.15653440924521e-72
0	Tpt1	0.965	0.971	0.252585409809175	5.85875425012239e-76	1.23074850532321e-71
0	Capn2	0.127	0.283	0.275476646800749	6.47974781975706e-76	1.36120062449637e-71
0	Gng10	0.186	0.387	0.391542969654218	9.80396172542268e-76	2.05951823965954e-71
0	Spred1	0.181	0.374	0.373846011041203	3.21387320836889e-75	6.75138344882053e-71
0	Nr3c1	0.193	0.394	0.277006620287178	7.98010042033516e-75	1.67637969529981e-70
0	Gna11	0.139	0.304	0.334289717872825	1.56717740932822e-74	3.29216958377579e-70
0	Emilin1	0.119	0.27	0.263910545435628	1.67516207070678e-74	3.51901296193374e-70
0	Arl1	0.257	0.507	0.272435098096123	2.49285155648054e-74	5.23673326469868e-70
0	Snrpb	0.281	0.552	0.250006956522347	2.8778892633183e-74	6.04558197545276e-70
0	Dennd2a	0.112	0.257	0.270726587963324	3.1575690147463e-74	6.63310522927756e-70
0	Cope	0.22	0.441	0.329179456487771	8.49171986968222e-74	1.78385559302414e-69
0	Mfap2	0.561	0.546	0.793321012928094	6.57213538083751e-73	1.38060847945254e-68
0	Ubtd2	0.153	0.323	0.333022950910963	9.67540520125265e-73	2.03251237062714e-68
0	Idh2	0.233	0.462	0.272434653626184	2.94562050536553e-72	6.18786499562136e-68
0	Tcf4	0.655	0.725	0.856598797312936	1.32140291850637e-71	2.77587111090634e-67
0	Rps27rt	0.191	0.383	0.280528148476519	1.95558965045522e-70	4.10810717871128e-66
0	Fermt2	0.229	0.445	0.263941098543006	1.04089161091762e-69	2.18660100705464e-65
0	Selenos	0.206	0.409	0.308165811997099	6.07403949369984e-69	1.27597347644152e-64
0	Bend5	0.115	0.26	0.378749697891529	6.22253310586536e-69	1.30716752954914e-64
0	Serpinb6a	0.217	0.425	0.302635760349791	2.08583833517776e-68	4.38172059070791e-64
0	Gpx8	0.164	0.339	0.319070576800603	3.39336579778848e-68	7.12844353141426e-64
0	Cmtm3	0.111	0.25	0.27643604054793	5.8651695916156e-68	1.23209617611069e-63
0	Meg3	0.651	0.627	0.631984192222299	3.00785637116008e-67	6.31860387889598e-63
0	Crip1	0.47	0.457	0.990289171954599	1.66407961211874e-66	3.49573204117784e-62
0	Fcgrt	0.145	0.305	0.282780924615528	2.08671297696832e-66	4.38355795071734e-62
0	Itm2a	0.475	0.465	1.25555777205875	1.01382440167082e-65	2.12974092058989e-61
0	Lmna	0.567	0.615	0.742385572287637	1.00398277985819e-64	2.10906662564809e-60
0	Sec24d	0.151	0.309	0.27323537569063	1.26971857754212e-64	2.66729781584273e-60
0	Ppp1r14b	0.3	0.562	0.27498261260944	1.7180603162511e-63	3.60912930634868e-59
0	Txnip	0.237	0.449	0.250572406337855	7.39682658215363e-63	1.55385136011301e-58
0	Bin1	0.154	0.313	0.318734216862563	1.07890958786649e-62	2.26646537123114e-58
0	Rpl23	0.954	0.946	0.264682985754158	1.29446977660293e-62	2.71929265970977e-58
0	Eif3i	0.289	0.552	0.261806279431794	1.79797646797225e-62	3.7770091662693e-58
0	Angptl1	0.359	0.295	1.08526954872539	1.10832480905279e-61	2.32825792637719e-57
0	Anxa5	0.527	0.601	0.89679773213004	1.5042269770281e-61	3.15992961064293e-57
0	Rps4x	0.924	0.917	0.290693947349869	1.75798843870632e-61	3.69300631319037e-57
0	Rab34	0.159	0.32	0.342462566388384	2.48361650001398e-61	5.21733318157936e-57
0	Crtap	0.123	0.261	0.264614554905927	1.29875781045092e-60	2.72830053241425e-56
0	Ptov1	0.285	0.54	0.273965713087644	1.45462026251873e-60	3.05572078547309e-56
0	Lman1	0.273	0.511	0.259713623246315	2.85542086674749e-60	5.99838261477644e-56
0	Cd34	0.287	0.216	0.989150524597044	5.98459034128419e-60	1.25718289299357e-55
0	Anxa6	0.217	0.415	0.350617075346792	8.39931369883908e-60	1.76444382871513e-55
0	Cyb5r3	0.15	0.3	0.296666743730732	1.0171831738785e-59	2.13679669336656e-55
0	Rassf8	0.121	0.257	0.28588996436384	2.21019861090078e-59	4.64296422191927e-55
0	Ccnd3	0.237	0.451	0.324486546413887	1.26163312556019e-58	2.65031270686429e-54
0	Psmb4	0.294	0.552	0.271552645976095	1.57748051990996e-58	3.31381332817486e-54
0	Sdc2	0.192	0.367	0.305965903472758	3.36816913344663e-58	7.07551289863133e-54
0	Ikbip	0.153	0.308	0.34754976885398	4.72826642930477e-58	9.93266928804054e-54
0	Ptk7	0.137	0.277	0.375168837700002	8.7923944489157e-58	1.84701830188372e-53
0	Capns1	0.254	0.478	0.382919307709818	1.58377183528493e-57	3.32702949438305e-53
0	Glud1	0.207	0.393	0.338631313827101	2.8805893474913e-57	6.05125404227498e-53
0	Sec31a	0.22	0.419	0.412204580685798	1.00469073923277e-56	2.11055383590628e-52
0	Cmss1	0.849	0.942	0.333552641418115	1.37574407150439e-56	2.89002557100928e-52
0	Ift20	0.231	0.436	0.419159876034228	1.53626464246137e-56	3.2272311344186e-52
0	Pkd2	0.159	0.312	0.377893166459602	1.46122107424357e-55	3.06958711066348e-51
0	Tgfbr2	0.16	0.311	0.297403711578042	1.48455728858419e-55	3.1186094961288e-51
0	Bcl2	0.176	0.335	0.282912062251694	2.5812537735898e-55	5.42243980218008e-51
0	Gm4258	0.192	0.359	0.274691934649003	5.36155070788621e-55	1.12630095720566e-50
0	Rhoc	0.208	0.394	0.347963989399443	1.45465003032775e-54	3.0557833187095e-50
0	Nrep	0.275	0.501	0.312873351460682	1.6048745278245e-54	3.37135992060093e-50
0	Peg3	0.535	0.581	0.837338459665026	1.63960482418337e-54	3.44431785416201e-50
0	Fam114a1	0.162	0.316	0.344846864711642	1.04409737275212e-53	2.19333535094037e-49
0	Tiam2	0.153	0.296	0.263691053886666	1.08209453702268e-53	2.27315599392354e-49
0	Fkbp10	0.148	0.293	0.379995772885553	3.27972701813638e-53	6.88972254699908e-49
0	Tbrg1	0.243	0.45	0.372032856419823	3.63544868348881e-53	7.63698704940494e-49
0	Rpl8	0.898	0.905	0.257872312014384	3.11683507829925e-52	6.54753544898323e-48
0	Adamts2	0.124	0.251	0.319269189282481	1.16779917185899e-51	2.45319572032418e-47
0	Rpl34	0.906	0.915	0.26923825757174	1.48607013974329e-51	3.12178754255872e-47
0	Txndc5	0.196	0.369	0.392632777575442	2.21402807115992e-51	4.65100876908564e-47
0	Sntb2	0.169	0.32	0.323305452115353	1.90597711079023e-50	4.00388611663704e-46
0	Pxdn	0.169	0.319	0.365480294271209	1.9124007435283e-50	4.0173802419299e-46
0	Sh3d19	0.245	0.438	0.272516811814975	4.82202971888541e-50	1.01296378304626e-45
0	Tmem167	0.302	0.549	0.319140754296232	6.57665293020943e-50	1.38155748104909e-45
0	Frmd6	0.183	0.342	0.343923790173966	3.05675057312524e-49	6.42131592896418e-45
0	Morf4l2	0.312	0.562	0.262995408336047	5.71656055924264e-49	1.2008778766801e-44
0	Ostc	0.284	0.513	0.310218187874594	8.08823340223114e-49	1.6990951908067e-44
0	Cast	0.164	0.308	0.313170982604957	8.41140933034468e-49	1.76698475802551e-44
0	Oaf	0.13	0.258	0.352841805164533	1.60453760141755e-48	3.37065213929785e-44
0	Rps3a1	0.918	0.918	0.254787604171461	1.62718489938416e-48	3.4182273181363e-44
0	Reep5	0.264	0.476	0.336320518984813	2.84637955224776e-48	5.97938952540688e-44
0	Prrx2	0.159	0.302	0.374852105197772	4.38858178974612e-48	9.21909376571968e-44
0	Rpl21	0.902	0.921	0.270052105804501	6.62346196713803e-48	1.39139065543669e-43
0	Clcn5	0.132	0.257	0.311188540192883	7.44988950757656e-48	1.56499828885661e-43
0	Myl9	0.157	0.295	0.37958377908652	1.25515123687805e-47	2.63669620330971e-43
0	Rabac1	0.281	0.513	0.415958261741774	2.77269238709152e-47	5.82459489756316e-43
0	Wipf1	0.194	0.353	0.327400559165778	9.56664106278099e-47	2.0096642880584e-42
0	Thra	0.264	0.474	0.359751553587787	5.28113329562151e-46	1.10940767141121e-41
0	Srm	0.134	0.258	0.334183242118843	6.96444022143801e-46	1.46301995731748e-41
0	Fkbp9	0.209	0.381	0.424525124932862	1.27328121657312e-45	2.67478185165516e-41
0	Dlk1	0.44	0.412	0.999211658088651	1.60192500997614e-45	3.36516386845687e-41
0	Gli2	0.175	0.319	0.325942144874558	9.55468884022931e-45	2.00715348466697e-40
0	Il11ra1	0.22	0.391	0.270271944212705	1.3340636562326e-44	2.80246752264783e-40
0	Tns1	0.149	0.279	0.342318964947707	1.51029067135857e-44	3.17266761332294e-40
0	Tln2	0.169	0.309	0.310825306697532	5.29369738320014e-44	1.11204700928885e-39
0	Trps1	0.553	0.631	1.12621387098041	3.64225852119077e-43	7.65129247546546e-39
0	Wwtr1	0.253	0.439	0.298663863104556	1.06399064792273e-42	2.23512515409129e-38
0	Ckap4	0.231	0.412	0.354629332439292	2.4847018674558e-42	5.2196132129644e-38
0	Rpl18	0.886	0.884	0.259056049949782	3.16547812528336e-42	6.64971989778276e-38
0	Rpl24	0.895	0.91	0.264638349913653	3.26469039446467e-42	6.85813511165193e-38
0	Tmed9	0.316	0.559	0.318045091189864	1.65038666517191e-41	3.46696726752662e-37
0	Olfml3	0.139	0.261	0.396157738613601	2.25350805194332e-41	4.73394436471733e-37
0	Tmed3	0.222	0.399	0.485047240830962	2.78739900203857e-41	5.85548908358241e-37
0	Cxcl12	0.159	0.285	0.318693226144001	9.57630208432299e-41	2.01169377885373e-36
0	Col16a1	0.18	0.324	0.379985843172815	1.9507534002008e-40	4.09794766780182e-36
0	Csrp1	0.162	0.291	0.322961612533393	4.17050092473783e-40	8.76097129259676e-36
0	Xist	0.518	0.436	0.420120930397477	1.50775799421671e-39	3.16734721845105e-35
0	Hdlbp	0.329	0.57	0.29851202547674	9.54515350027809e-39	2.00515039580342e-34
0	Adk	0.254	0.434	0.330869834535452	4.61173373556341e-38	9.68786905829805e-34
0	Fndc1	0.25	0.199	0.930146341427127	6.1101050446274e-38	1.28354976672488e-33
0	Phldb2	0.173	0.305	0.406643739936739	6.44310850554402e-38	1.35350380375963e-33
0	Vkorc1	0.223	0.391	0.438462885056485	5.0153913676783e-37	1.05358326460818e-32
0	Lpar1	0.236	0.4	0.286485281614171	2.51320857638507e-36	5.27949725641212e-32
0	Man2a1	0.211	0.362	0.381197097301241	1.5137372907962e-35	3.17990792677557e-31
0	Myl12a	0.32	0.55	0.3093571198491	3.30686956505645e-35	6.94674089531408e-31
0	S100a13	0.147	0.26	0.321015234891147	6.38502419329035e-35	1.3413020322845e-30
0	Ddah2	0.273	0.466	0.36438718650149	2.28591622905282e-34	4.80202422237126e-30
0	Hspg2	0.173	0.295	0.282194903382428	2.40982844257557e-34	5.0623266093185e-30
0	Ssr2	0.321	0.546	0.300730002888517	6.07111248821837e-34	1.27535860040003e-29
0	Wipi1	0.145	0.257	0.419651965474992	6.18771425601492e-34	1.29985313376105e-29
0	Arhgap28	0.231	0.385	0.37261688754842	4.02414787711015e-33	8.45352744544529e-29
0	Lhfp	0.229	0.374	0.255261313463006	8.07796813585722e-33	1.69693876629953e-28
0	Krtcap2	0.33	0.558	0.27639228611664	1.52692262864822e-31	3.20760636600131e-27
0	Snhg18	0.212	0.358	0.396240689730842	3.66573313091968e-31	7.70060558812298e-27
0	Prnp	0.166	0.284	0.399578505688125	1.28275270273719e-30	2.69467860264002e-26
0	H19	0.534	0.591	0.715626852589661	4.68514368389623e-30	9.84208133676081e-26
0	Lama2	0.4	0.392	0.782749313824431	4.69965533583082e-30	9.8725659639798e-26
0	Kctd12	0.175	0.296	0.410969432913055	4.91532102313271e-30	1.03256148732949e-25
0	Ifitm1	0.27	0.233	1.00908518598886	5.67528375614764e-30	1.19220685865393e-25
0	Fkbp7	0.158	0.272	0.474040436262087	7.20212368393784e-30	1.51295012228482e-25
0	St3gal4	0.172	0.292	0.475658660624947	1.09467738559298e-29	2.29958878391517e-25
0	Rpl14	0.825	0.863	0.25612124268321	1.75950706852993e-29	3.69619649886081e-25
0	Cyth3	0.161	0.273	0.432351762160856	2.06085844496981e-29	4.32924533534808e-25
0	Cdo1	0.165	0.283	0.424201123232668	2.24197681421035e-29	4.70972069361168e-25
0	P4hb	0.328	0.549	0.356632395730497	4.33896105163096e-29	9.11485548116116e-25
0	Col26a1	0.159	0.268	0.416195802203822	9.57682171133425e-29	2.01180293689999e-24
0	Nenf	0.302	0.504	0.379812248007959	1.06582759032747e-28	2.23898401900093e-24
0	Selenof	0.364	0.605	0.269887311707209	3.78414530472046e-28	7.94935404162627e-24
0	Ddr2	0.196	0.326	0.411665594336203	5.19026042066956e-28	1.09031800657006e-23
0	Fbn2	0.526	0.509	0.473405903692625	1.28402152271637e-27	2.69734401277028e-23
0	Map1lc3a	0.316	0.524	0.355815638970541	2.14475376133584e-27	4.5054842264382e-23
0	Nfic	0.239	0.398	0.512149177581461	2.89638707511601e-27	6.0844403286962e-23
0	Akap12	0.152	0.252	0.346746319047595	4.43268762015716e-27	9.31174688366415e-23
0	Samd4	0.239	0.383	0.285955882449069	6.68831822191275e-27	1.40501500887721e-22
0	Pmepa1	0.228	0.372	0.493945450614977	5.4156758318822e-26	1.13767102200349e-21
0	Fgfr1	0.277	0.45	0.400082101527536	5.76545434830784e-26	1.21114899494903e-21
0	Igfbp5	0.225	0.346	0.507049890507057	1.03082553978689e-25	2.16545521143031e-21
0	2410006H16Rik	0.364	0.587	0.286555943698583	2.3290400463053e-25	4.89261442527354e-21
0	Kdelr2	0.29	0.479	0.439696626469286	2.67315483878883e-25	5.6154963698437e-21
0	Mfap4	0.405	0.408	0.89038991830578	1.18122327865437e-24	2.48139574146924e-20
0	Calu	0.312	0.509	0.392907382780186	1.10888856965308e-23	2.32944221827023e-19
0	Ctsk	0.174	0.284	0.474626955080054	2.32718598045106e-22	4.88871958913353e-18
0	Eva1b	0.212	0.344	0.550159078343187	3.82519843470432e-22	8.03559435178337e-18
0	Laptm4a	0.38	0.602	0.253766602503401	6.39837064273017e-22	1.34410572091833e-17
0	Klf4	0.174	0.276	0.364403656262175	7.96453351309625e-22	1.67310955509613e-17
0	Fbn1	0.373	0.398	1.02850403774235	8.87460529393177e-22	1.86428833409625e-17
0	Myl6	0.657	0.785	0.43309794467883	1.03191587637515e-21	2.16774568150128e-17
0	Ctsl	0.337	0.54	0.377298313243923	2.64102422235854e-21	5.54799958390858e-17
0	Ndn	0.216	0.345	0.511732898050756	3.5407132816543e-21	7.43797639077119e-17
0	Nrp1	0.249	0.378	0.28254186881042	3.87620390140681e-21	8.14274153568528e-17
0	Limch1	0.301	0.284	0.974364209723705	5.24159064736119e-21	1.10110094729116e-16
0	Mtch1	0.355	0.581	0.354299255439529	6.82226361614939e-21	1.4331529178445e-16
0	Kdelr3	0.156	0.252	0.458023737503166	7.02818637595855e-21	1.47641111199761e-16
0	Igf2r	0.253	0.4	0.470888794556193	7.38942317317114e-21	1.55229612598806e-16
0	Sept11	0.285	0.458	0.527836024177759	1.32347676145187e-20	2.78022763278193e-16
0	Gxylt2	0.193	0.306	0.4467802996696	1.92963981759291e-20	4.05359436481742e-16
0	Filip1l	0.275	0.432	0.482871400395116	1.24061721443401e-19	2.60616458236152e-15
0	Mmp16	0.277	0.424	0.3579340234166	1.40486431920213e-19	2.95119847534791e-15
0	Gpx7	0.164	0.259	0.515714968129573	5.63266523067986e-19	1.18325398500892e-14
0	Col14a1	0.312	0.294	0.744301753586273	6.82211195823874e-19	1.43312105906721e-14
0	Copz2	0.214	0.34	0.531153973579105	9.1799054653788e-19	1.92842274111212e-14
0	Cdon	0.192	0.299	0.484862324995683	1.02311229937396e-18	2.14925200729487e-14
0	Bicc1	0.268	0.402	0.297713753719222	7.70276673958107e-18	1.61812020898379e-13
0	Nfia	0.591	0.648	0.410401063059361	1.41412135696994e-17	2.97064473458676e-13
0	Anxa2	0.538	0.645	0.537440009106186	1.77174211543711e-17	3.72189866189873e-13
0	Nedd4	0.677	0.767	0.313005145492256	2.98938300307621e-17	6.2797968745622e-13
0	Mxra7	0.17	0.264	0.517313717200255	3.97468626600813e-17	8.34962343900328e-13
0	Cavin1	0.196	0.302	0.500430466611027	7.68605014948758e-17	1.61460855490286e-12
0	Ltbp1	0.257	0.382	0.37538785328607	1.42921652825057e-16	3.00235516089598e-12
0	Ednra	0.168	0.257	0.454783373938118	5.63527966975162e-16	1.18380320022472e-11
0	Ebf1	0.456	0.46	0.550326505561381	1.44356463140016e-15	3.03249622118232e-11
0	Col12a1	0.402	0.422	0.694935270173208	1.80632605033731e-15	3.7945491339436e-11
0	Rbms3	0.572	0.639	0.369934098170807	5.62454200145204e-15	1.18154753824503e-10
0	Ssr4	0.364	0.575	0.397528535286418	9.38525265706949e-15	1.97156002567059e-10
0	Mrfap1	0.387	0.61	0.317081862875022	1.94907180322995e-14	4.09441513704515e-10
0	Rian	0.297	0.433	0.335118893137534	7.00321748065645e-14	1.4711658961615e-09
0	Pam	0.32	0.471	0.372433423068236	9.84659344762869e-14	2.06847388554336e-09
0	Cpe	0.239	0.359	0.509025020144408	2.12630542327659e-13	4.46672980267712e-09
0	Ccdc80	0.189	0.278	0.461513097332149	1.30290220455547e-12	2.73700666110968e-08
0	Adamts12	0.192	0.278	0.403956316046581	2.11384917473743e-12	4.44056296137091e-08
0	Gpc3	0.525	0.548	0.361600704473421	2.12291465462721e-12	4.45960681497537e-08
0	Lamb1	0.229	0.333	0.451088484667552	8.737010972375e-12	1.83538389496682e-07
0	Eln	0.381	0.404	0.834605711008478	1.53329175723541e-11	3.22098599442442e-07
0	Serpinf1	0.235	0.346	0.531515384876573	6.49545578589053e-11	1.36450039694202e-06
0	Arf4	0.409	0.618	0.293550671459577	8.30020507346869e-11	1.74362407978357e-06
0	Lrp1	0.262	0.396	0.594220177423107	1.29945530247642e-10	2.72976575391222e-06
0	Cd44	0.212	0.298	0.37008709785093	1.34254489917762e-10	2.82028406970242e-06
0	Mest	0.45	0.513	0.625521735723949	2.29608460802619e-10	4.82338493608062e-06
0	Aebp1	0.203	0.294	0.563547607397117	3.01377568169586e-10	6.3310385745385e-06
0	Lum	0.366	0.365	0.516933840193563	4.27302244777018e-10	8.97633825603082e-06
0	Serf2	0.652	0.781	0.290016514033454	6.04994761710838e-10	1.27091249592596e-05
0	Sept7	0.409	0.631	0.338301514617766	6.76888639330209e-10	1.42193996464097e-05
0	Gsn	0.287	0.43	0.63884652635705	1.09724563057666e-09	2.30498389615238e-05
0	Tmem59	0.399	0.616	0.406998606971392	1.38439722382912e-09	2.90820324809784e-05
0	Arhgap24	0.313	0.439	0.385024184558027	1.57194896759122e-09	3.30219319621887e-05
0	Pmp22	0.328	0.364	0.725902355414301	2.41877573844452e-09	5.08112219375041e-05
0	Zeb2	0.438	0.463	0.444953086659892	3.14994974830818e-09	6.617099436271e-05
0	Nid1	0.219	0.314	0.587964186095582	1.02288688426365e-08	0.000214877847777264
0	Serpinh1	0.544	0.592	0.349143389765437	1.33754557049497e-08	0.000280978197993878
0	Rrbp1	0.512	0.636	0.4662586826423	4.77172861902311e-08	0.00100239703099819
0	Eid1	0.526	0.656	0.475673527829193	1.06462478740746e-07	0.00223645729090686
0	Fbln1	0.236	0.333	0.622981621872265	2.39926990316356e-07	0.00504014628557569
0	Pde4d	0.337	0.463	0.464590352262138	4.75802982424158e-07	0.00999519325178428
0	Robo2	0.436	0.562	0.266642265292421	8.13039658882098e-07	0.0170795241141362
0	Anxa1	0.299	0.414	0.308698368034123	1.16553755113873e-06	0.0244844473367714
0	Tshz2	0.331	0.439	0.253492006928752	1.42687395249781e-06	0.0299743411201214
0	Capn6	0.19	0.261	0.626752366866958	2.05314501407255e-06	0.0431304173106221
1	Sfrp2	0.883	0.235	2.17665511570287	0	0
1	Pcdh15	0.41	0.066	2.07049713193388	0	0
1	Gpc6	0.968	0.371	2.01280411592092	0	0
1	Grid2	0.571	0.135	1.96266096905586	0	0
1	Prkg1	0.931	0.348	1.91862825922855	0	0
1	Runx2	0.608	0.111	1.87317584343569	0	0
1	Epha3	0.76	0.178	1.8013638990944	0	0
1	Lsamp	0.638	0.219	1.65621902611601	0	0
1	Col11a1	0.839	0.178	1.64688982512915	0	0
1	Bnc2	0.882	0.212	1.63147745579127	0	0
1	Ogn	0.753	0.192	1.61207730365962	0	0
1	Cdh11	0.976	0.319	1.50262198448148	0	0
1	Prr16	0.87	0.226	1.48523545054049	0	0
1	Nlgn1	0.648	0.157	1.45824851441585	0	0
1	Ptn	0.936	0.466	1.45285759963454	0	0
1	Pdzrn4	0.275	0.039	1.45239114064543	0	0
1	Slit2	0.698	0.26	1.42349831046298	0	0
1	Nxph1	0.322	0.022	1.40859292054128	0	0
1	Alcam	0.75	0.215	1.40817470360633	0	0
1	Ptprd	0.981	0.46	1.40799953943013	0	0
1	Satb2	0.645	0.109	1.39715813499755	0	0
1	Fbxl7	0.956	0.393	1.39345600328752	0	0
1	Negr1	0.709	0.155	1.35510946157689	0	0
1	Prickle1	0.859	0.209	1.35357100275401	0	0
1	Palld	0.934	0.335	1.34533306667222	0	0
1	Zfhx4	0.861	0.234	1.29522952523463	0	0
1	Mme	0.729	0.102	1.25331790479104	0	0
1	Ror1	0.85	0.24	1.249474020034	0	0
1	Sulf1	0.6	0.131	1.24490531303523	0	0
1	Mgp	0.686	0.189	1.23387482664664	0	0
1	Col8a1	0.527	0.109	1.23186159695081	0	0
1	Sema3a	0.673	0.207	1.21514352600695	0	0
1	Tenm3	0.943	0.406	1.20597956704101	0	0
1	Thsd4	0.69	0.125	1.20418316485642	0	0
1	Chsy3	0.622	0.122	1.19728623052781	0	0
1	Barx1	0.5	0.054	1.1945178616669	0	0
1	Mdk	0.927	0.388	1.19291370366956	0	0
1	Prrx1	0.956	0.327	1.18495651481566	0	0
1	Dcc	0.43	0.077	1.18486457175609	0	0
1	Pax9	0.673	0.064	1.17027923420473	0	0
1	Zfp521	0.89	0.293	1.13511960956647	0	0
1	Lum	0.783	0.253	1.10403734351964	0	0
